Period,Export Services,Service Origin Geography,Service Destination,Flow Directions,Value,Marker
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKI5,all,exports,,suppressed
year/2017,all-industries,http://data.europa.eu/nuts/code/UKI5,eu,exports,915.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKI5,rest-of-world,exports,1521.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKI5,all,exports,2436.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKI6,eu,exports,,suppressed
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKI6,rest-of-world,exports,,suppressed
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKI6,all,exports,,suppressed
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKI6,eu,exports,387.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKI6,rest-of-world,exports,601.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKI6,all,exports,988.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKI6,eu,exports,,suppressed
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKI6,rest-of-world,exports,,suppressed
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKI6,all,exports,,suppressed
year/2017,all-industries,http://data.europa.eu/nuts/code/UKI6,eu,exports,1103.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKI6,rest-of-world,exports,1589.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKI6,all,exports,2692.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKI7,eu,exports,,suppressed
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKI7,rest-of-world,exports,,suppressed
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKI7,all,exports,,suppressed
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKI7,eu,exports,2222.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKI7,rest-of-world,exports,1312.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKI7,all,exports,3534.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKI7,eu,exports,,suppressed
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKI7,rest-of-world,exports,,suppressed
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKI7,all,exports,,suppressed
year/2017,all-industries,http://data.europa.eu/nuts/code/UKI7,eu,exports,7825.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKI7,rest-of-world,exports,6586.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKI7,all,exports,14411.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKJ1,eu,exports,420.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKJ1,rest-of-world,exports,273.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKJ1,all,exports,693.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKJ1,eu,exports,3667.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKJ1,rest-of-world,exports,3328.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKJ1,all,exports,6995.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKJ1,eu,exports,4171.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKJ1,rest-of-world,exports,4887.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKJ1,all,exports,9058.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKJ1,eu,exports,8258.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKJ1,rest-of-world,exports,8488.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKJ1,all,exports,16746.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKJ2,eu,exports,522.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKJ2,rest-of-world,exports,267.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKJ2,all,exports,790.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKJ2,eu,exports,1355.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKJ2,rest-of-world,exports,2752.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKJ2,all,exports,4106.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKJ2,eu,exports,3289.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKJ2,rest-of-world,exports,4885.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKJ2,all,exports,8174.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKJ2,eu,exports,5166.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKJ2,rest-of-world,exports,7904.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKJ2,all,exports,13070.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKJ3,eu,exports,281.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKJ3,rest-of-world,exports,1241.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKJ3,all,exports,1522.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKJ3,eu,exports,822.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKJ3,rest-of-world,exports,2345.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKJ3,all,exports,3167.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKJ3,eu,exports,2813.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKJ3,rest-of-world,exports,3580.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKJ3,all,exports,6392.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKJ3,eu,exports,3916.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKJ3,rest-of-world,exports,7166.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKJ3,all,exports,11082.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKJ4,eu,exports,135.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKJ4,rest-of-world,exports,169.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKJ4,all,exports,304.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKJ4,eu,exports,316.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKJ4,rest-of-world,exports,421.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKJ4,all,exports,737.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKJ4,eu,exports,1071.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKJ4,rest-of-world,exports,1701.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKJ4,all,exports,2772.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKJ4,eu,exports,1522.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKJ4,rest-of-world,exports,2291.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKJ4,all,exports,3813.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKK1,eu,exports,289.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKK1,rest-of-world,exports,384.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKK1,all,exports,673.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKK1,eu,exports,667.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKK1,rest-of-world,exports,1266.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKK1,all,exports,1933.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKK1,eu,exports,2299.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKK1,rest-of-world,exports,2992.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKK1,all,exports,5291.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKK1,eu,exports,3255.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKK1,rest-of-world,exports,4642.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKK1,all,exports,7898.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKK2,eu,exports,65.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKK2,rest-of-world,exports,91.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKK2,all,exports,155.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKK2,eu,exports,207.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKK2,rest-of-world,exports,334.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKK2,all,exports,541.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKK2,eu,exports,753.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKK2,rest-of-world,exports,1036.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKK2,all,exports,1789.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKK2,eu,exports,1025.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKK2,rest-of-world,exports,1460.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKK2,all,exports,2485.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKK3,eu,exports,26.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKK3,rest-of-world,exports,28.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKK3,all,exports,54.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKK3,eu,exports,85.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKK3,rest-of-world,exports,96.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKK3,all,exports,181.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKK3,eu,exports,327.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKK3,rest-of-world,exports,452.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKK3,all,exports,780.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKK3,eu,exports,438.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKK3,rest-of-world,exports,577.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKK3,all,exports,1015.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKK4,eu,exports,34.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKK4,rest-of-world,exports,23.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKK4,all,exports,58.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKK4,eu,exports,194.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKK4,rest-of-world,exports,243.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKK4,all,exports,437.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKK4,eu,exports,643.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKK4,rest-of-world,exports,924.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKK4,all,exports,1567.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKK4,eu,exports,871.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKK4,rest-of-world,exports,1191.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKK4,all,exports,2062.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKL1,eu,exports,,suppressed
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKL1,rest-of-world,exports,,suppressed
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKL1,all,exports,,suppressed
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKL1,eu,exports,,suppressed
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKL1,rest-of-world,exports,,suppressed
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKL1,all,exports,,suppressed
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKL1,eu,exports,,suppressed
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKL1,rest-of-world,exports,,suppressed
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKL1,all,exports,,suppressed
year/2017,all-industries,http://data.europa.eu/nuts/code/UKL1,eu,exports,1519.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKL1,rest-of-world,exports,3559.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKL1,all,exports,5078.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKL2,eu,exports,,suppressed
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKL2,rest-of-world,exports,,suppressed
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKL2,all,exports,,suppressed
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKL2,eu,exports,,suppressed
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKL2,rest-of-world,exports,,suppressed
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKL2,all,exports,,suppressed
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKL2,eu,exports,,suppressed
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKL2,rest-of-world,exports,,suppressed
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKL2,all,exports,,suppressed
year/2017,all-industries,http://data.europa.eu/nuts/code/UKL2,eu,exports,1357.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKL2,rest-of-world,exports,1823.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKL2,all,exports,3181.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKM5,eu,exports,106.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKM5,rest-of-world,exports,1067.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKM5,all,exports,1173.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKM5,eu,exports,1398.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKM5,rest-of-world,exports,1252.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKM5,all,exports,2649.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKM5,eu,exports,334.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKM5,rest-of-world,exports,514.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKM5,all,exports,848.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKM5,eu,exports,1837.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKM5,rest-of-world,exports,2833.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKM5,all,exports,4670.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKM6,eu,exports,139.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKM6,rest-of-world,exports,39.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKM6,all,exports,178.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKM6,eu,exports,51.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKM6,rest-of-world,exports,71.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKM6,all,exports,122.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKM6,eu,exports,443.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKM6,rest-of-world,exports,707.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKM6,all,exports,1150.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKM6,eu,exports,632.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKM6,rest-of-world,exports,818.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKM6,all,exports,1451.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKM7,eu,exports,509.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKM7,rest-of-world,exports,159.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKM7,all,exports,668.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKM7,eu,exports,506.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKM7,rest-of-world,exports,718.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKM7,all,exports,1224.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKM7,eu,exports,2563.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKM7,rest-of-world,exports,4093.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKM7,all,exports,6656.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKM7,eu,exports,3578.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKM7,rest-of-world,exports,4970.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKM7,all,exports,8548.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKM8,eu,exports,87.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKM8,rest-of-world,exports,77.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKM8,all,exports,164.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKM8,eu,exports,456.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKM8,rest-of-world,exports,614.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKM8,all,exports,1070.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKM8,eu,exports,1626.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKM8,rest-of-world,exports,2346.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKM8,all,exports,3973.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKM8,eu,exports,2169.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKM8,rest-of-world,exports,3037.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKM8,all,exports,5207.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKM9,eu,exports,250.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKM9,rest-of-world,exports,636.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKM9,all,exports,886.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKM9,eu,exports,88.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKM9,rest-of-world,exports,123.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKM9,all,exports,211.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKM9,eu,exports,392.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKM9,rest-of-world,exports,522.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKM9,all,exports,914.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKM9,eu,exports,730.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKM9,rest-of-world,exports,1281.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKM9,all,exports,2011.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKC11,eu,exports,263.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKC11,rest-of-world,exports,241.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKC11,all,exports,505.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKC12,eu,exports,403.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKC12,rest-of-world,exports,144.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKC12,all,exports,548.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKC13,eu,exports,163.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKC13,rest-of-world,exports,129.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKC13,all,exports,291.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKC14,eu,exports,488.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKC14,rest-of-world,exports,273.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKC14,all,exports,761.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKC21,eu,exports,161.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKC21,rest-of-world,exports,171.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKC21,all,exports,332.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKC22,eu,exports,951.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKC22,rest-of-world,exports,1298.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKC22,all,exports,2249.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKC23,eu,exports,314.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKC23,rest-of-world,exports,525.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKC23,all,exports,839.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD11,eu,exports,176.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD11,rest-of-world,exports,235.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD11,all,exports,411.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD12,eu,exports,333.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD12,rest-of-world,exports,330.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD12,all,exports,664.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD33,eu,exports,1758.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD33,rest-of-world,exports,2681.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD33,all,exports,4440.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD34,eu,exports,647.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD34,rest-of-world,exports,1178.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD34,all,exports,1825.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD35,eu,exports,343.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD35,rest-of-world,exports,478.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD35,all,exports,821.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD36,eu,exports,330.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD36,rest-of-world,exports,323.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD36,all,exports,653.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD37,eu,exports,271.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD37,rest-of-world,exports,237.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD37,all,exports,508.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD41,eu,exports,51.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD41,rest-of-world,exports,64.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD41,all,exports,114.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD42,eu,exports,97.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD42,rest-of-world,exports,107.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD42,all,exports,204.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD44,eu,exports,134.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD44,rest-of-world,exports,186.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD44,all,exports,320.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD45,eu,exports,666.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD45,rest-of-world,exports,1225.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD45,all,exports,1890.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD46,eu,exports,104.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD46,rest-of-world,exports,157.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD46,all,exports,261.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD47,eu,exports,124.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD47,rest-of-world,exports,245.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD47,all,exports,369.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD61,eu,exports,177.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD61,rest-of-world,exports,352.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD61,all,exports,529.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD62,eu,exports,585.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD62,rest-of-world,exports,735.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD62,all,exports,1320.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD63,eu,exports,608.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD63,rest-of-world,exports,760.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD63,all,exports,1368.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD71,eu,exports,273.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD71,rest-of-world,exports,360.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD71,all,exports,634.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD72,eu,exports,816.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD72,rest-of-world,exports,1493.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD72,all,exports,2309.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD73,eu,exports,153.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD73,rest-of-world,exports,194.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD73,all,exports,347.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD74,eu,exports,114.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD74,rest-of-world,exports,153.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKD74,all,exports,267.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE11,eu,exports,146.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE11,rest-of-world,exports,220.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE11,all,exports,366.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE12,eu,exports,171.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE12,rest-of-world,exports,170.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE12,all,exports,342.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE13,eu,exports,173.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE13,rest-of-world,exports,178.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE13,all,exports,351.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE21,eu,exports,225.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE21,rest-of-world,exports,359.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE21,all,exports,583.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE22,eu,exports,416.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE22,rest-of-world,exports,527.0,
